,Title,Price,Rating,no_of_ratings,Link,ImageURL
20,"HOME LIVING Handwoven Straw for Women Elevate Your Summer Wardrobe with This Exclusive Tote Beach Tote Bag, Large 20 x 33 cm (white)",₹298,3.8,14,https://www.amazon.in/LIVING-Handwoven-Elevate-Wardrobe-Exclusive/dp/B0F89CSHR4/ref=sr_1_96?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-96,https://m.media-amazon.com/images/I/51pOqievQ7L._AC_UL320_.jpg
21,VS handcraft boutique Traditional Silk Thread Bangles with Golden Floral Kundan Work,₹299,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Traditional-Bangles/dp/B0FX54272T/ref=sr_1_97?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-97,https://m.media-amazon.com/images/I/51z6Ei8O8uL._AC_UL320_.jpg
22,SriAoG Handmade Handbags for Women Embroidered Applique Vintage Classic Tote Traditional Banjara Design (Multicolour Shoulder bag),"₹1,186",No rating,0,https://www.amazon.in/SriAoG-Handcrafts-Handmade-shoulder-18x13x4/dp/B09X77TT37/ref=sr_1_98?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-98,https://m.media-amazon.com/images/I/716bwi0V2UL._AC_UL320_.jpg
23,Pure Source India Handcrafted Soapstone Oil Diffuser with Floral Carving (Free 2 Tea Light Candles & 10 ml Lemon Grass Aroma Oil),₹453,4.0,544,https://www.amazon.in/Pure-Source-India-Handcrafted-Soapstone/dp/B075PBDQ3V/ref=sr_1_13?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.ytNwWbOinfnu9E2dHj7wED4WveuLOzP5ZcKBlpI_Lj71ENVQam90UF_3wNOOby2ysVuXP41m5kUaybdgZHrSDhl5X9umNrLf9E_oz2oemtWTiNmNoompSvpZms08AeJWtB1xl7pDypyhyl-nP8NgkaJ91vTR1_DwCKfaYOklNLTtj1hEknb07OH9AcA67bREfUTslNeC17uho7mkEfrkWyByXMJMkwF4eji-JIassHozmKvv9LhUX90w3fQyLp4JO2ByvpjJ83pOcHQXuWMCMC7I9pE3KErnxsKjXbYCgjI.0X1wvORXQ0STK91mLAhokiBsvsIPls_lwTzFliJphLw&dib_tag=se&keywords=handcraft&qid=1762297373&sprefix=handcraft%2Caps%2C132&sr=8-13,https://m.media-amazon.com/images/I/61BkzFSHYXL._AC_UL320_.jpg
24,VS handcraft boutique Set of 13 Designer Silk Thread Bangles for Women | Traditional Ethnic Jewellery for Wedding & Festive,₹299,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Traditional-Jewellery/dp/B0FX569K1Q/ref=sr_1_99?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-99,https://m.media-amazon.com/images/I/61ctMincJWL._AC_UL320_.jpg
25,LBV 925 Pure Silver Gold Plated Rakhi for Brother | Raksha Bandhan Bracelet | Handcrafted | Handmade | Traditional Designer Rakhis for Gift | With Bottle Of Ganga jal Roli Chawal,₹799,5.0,7,https://www.amazon.in/LBV-Handcraft-Traditional-Desighner-jal-Roli-Chawal/dp/B0FG2RKMR8/ref=sr_1_100?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-100,https://m.media-amazon.com/images/I/41mh95KrTFL._AC_UL320_.jpg
26,VS handcraft boutique Set of 13 Designer Silk Thread Bangles for Women | Traditional Ethnic Jewellery for Wedding & Festive,₹299,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Traditional-Jewellery/dp/B0FX8ZK1X9/ref=sr_1_101?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-101,https://m.media-amazon.com/images/I/51AmL4vZjaL._AC_UL320_.jpg
27,VS handcraft boutique Traditional Silk Thread Bangles with Golden Floral Kundan Work,₹299,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Traditional-Bangles/dp/B0FX52M2W6/ref=sr_1_102?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-102,https://m.media-amazon.com/images/I/61l5csHMD7L._AC_UL320_.jpg
28,VS handcraft boutique Traditional Silk Thread Bangles with Golden Floral Kundan Work,₹299,No rating,0,https://www.amazon.in/VS-handcraft-boutique-Traditional-Bangles/dp/B0FX555775/ref=sr_1_103?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-103,https://m.media-amazon.com/images/I/61r-DNk2E8L._AC_UL320_.jpg
29,"GIFT JAIPUR MDF Wood Handcrafted Door Hanging Chudi Style Bandarwal Thoran (Tc-02) -Diwali Inauguration Wedding Festival New Year Home Decor Pooja (40 Inch X 8 Inch, Multicolor)",₹379,4.2,172,https://www.amazon.in/GIFT-JAIPUR-Door-TC-02-Inauguration/dp/B0C9727ZND/ref=sr_1_104?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI&dib_tag=se&keywords=handcraft&qid=1762297379&sprefix=handcraft%2Caps%2C132&sr=8-104,https://m.media-amazon.com/images/I/61+6fc2fv9L._AC_UL320_.jpg
30,"KRAFTSKALA Handcrafted Ethnic Tribal Bullock Cart Showpiece - 17x12 Inch Tribal Home Décor with Wooden Base for Housewarming, Anniversaries, Weddings, and Corporate Events (Bullock Cart)","₹1,599",4.8,8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODM0MzA3Mzc4NDM1NzYzOjE3NjIyOTczNzk6c3BfYnRmOjMwMDU5NzkwNjU2MTUzMjo6MDo6&url=%2FKRAFTSKALA-Handcrafted-Ethnic-Bullock-Showpiece%2Fdp%2FB0D6XBXQ1P%2Fref%3Dsr_1_105_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297379%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=QQkOIdMUE3&sp_cr=ZAZ,https://m.media-amazon.com/images/I/8152GbT8b5L._AC_UL320_.jpg
31,"DELTART Clay -Tanjore Dancing Doll Showpiece for Home Decor -28 Cm (11 Inch), Glossy","₹1,499",4.5,44,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODM0MzA3Mzc4NDM1NzYzOjE3NjIyOTczNzk6c3BfYnRmOjMwMDUxMzk4MDY5OTEzMjo6MDo6&url=%2FDELTART-Tanjore-Dancing-Showpiece-Decor%2Fdp%2FB0CXF5TSCF%2Fref%3Dsr_1_106_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297379%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=BzUik3iQVN&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51e2bdddAjL._AC_UL320_.jpg
32,Mukherjee Handicraft's Terracotta Wall Hanging Showpiece for Home Décor Jamini Roy,₹299,4.1,42,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODM0MzA3Mzc4NDM1NzYzOjE3NjIyOTczNzk6c3BfYnRmOjIwMTA3NjI4MDY5Njk4OjowOjo&url=%2FMukherjee-Handicrafts-Terracotta-Hanging-Showpiece%2Fdp%2FB08MY7QRP6%2Fref%3Dsr_1_107_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297379%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=aQcxM866fm&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81LZPTk4FQL._AC_UL320_.jpg
33,"KRAFTSKALA Kathakali Dancer Metal Showpiece – Traditional Kerala Folk Art Classical Dance Figurine – Home Decor Statue for Living Room, Gifting (12x18 inch)","₹1,999",3.6,3,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODM0MzA3Mzc4NDM1NzYzOjE3NjIyOTczNzk6c3BfYnRmOjMwMDU5NzkwNjU2NTczMjo6MDo6&url=%2FKRAFTSKALA-Kathakali-Dancer-Metal-Showpiece%2Fdp%2FB0FCG7S3HH%2Fref%3Dsr_1_108_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.-1lnxUpcHd4S8NNsblduX-4g2bgTp_TtFdZCYCJPF_DBBsi3zSnm9PyUk0UUypR_AenDAj8Kr3RMfmXh_ZYwATb_x782AJNCv08U1Uugam7bBPWxgKmE9R7Z1Nt7FQrphWvYtQhpvmu5Bg6UO9kXst7gUeFN6mdZfJINAu_z-p-0W1AkT7IsnssufA0BC2KmEPjczIlKVK7D4Fxnh7KcALsOk92hpa3OJoCizCmGKm4AiUuetPUAXn4ZA8wL7Be838I9Q2l5tco99f8FJc0Zag3d0SsrcKV3LJ-G_D4r5lU.VE_758XbIwE4RCaM7WMzn2PF2tAIR1Wp5TL-ZLVIVzI%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297379%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=b1SRvcbDdC&sp_cr=ZAZ,https://m.media-amazon.com/images/I/818nUIqSCzL._AC_UL320_.jpg
34,"JH Gallery Handcrafted and Emboss Painted Colorful Wooden Elephant Decorative Showpiece Stool (8 Inches Height, Black)",₹825,4.2,1200,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMzU0NTI2MjQxNzg3MDY2OjE3NjIyOTczNzM6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDQ5ODgzOTMzMTA4OjowOjo&url=%2FJH-Gallery-Handcrafted-Colorful-Elephant%2Fdp%2FB08HK6XFPF%2Fref%3Dsxin_24_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.9a76411d-317d-49e2-91d3-88a4af9140e5%253Aamzn1.sym.9a76411d-317d-49e2-91d3-88a4af9140e5%26crid%3D349J41UZKK17D%26cv_ct_cx%3Dhandcraft%26keywords%3Dhandcraft%26pd_rd_i%3DB08HK6XFPF%26pd_rd_r%3D81175a9e-bc6b-4dee-8a9a-a212c25ca5f9%26pd_rd_w%3D801PH%26pd_rd_wg%3DKUijR%26pf_rd_p%3D9a76411d-317d-49e2-91d3-88a4af9140e5%26pf_rd_r%3DDA4T0KE9ZWCZ61ZSMRRE%26qid%3D1762297373%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=vR1fDGxhHS&sp_cr=ZAZ,https://m.media-amazon.com/images/I/91KzAfRSsaL._AC_UL320_.jpg
35,"PICKARTME Polyresin Sitting Buddha Idol Statue Showpiece | Buddha Idol Decor for Pooja Ghar, Office & Gifting (Blue), 24 cm, 18 cm, 16 cm",₹331,3.8,31,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDkzNzc5OTMyODM3NzY6MTc2MjI5NzM4NDpzcF9hdGZfbmV4dDozMDA2NDMzNDEzMzA1MzI6OjA6Og&url=%2FPICKARTME-Polyresin-Sitting-Showpiece-Gifting%2Fdp%2FB0DN9B19PM%2Fref%3Dsr_1_97_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.wFIExrKH2eh3eEXVM9gi7fEvglpuDz-fg9H4szozMo-QTxkY5A-yV60iA3X6MdsrtRMF8qhEg6pw93ZfIKeQNBbPdBUdenkMDeVom9ua0kj66VoVVbVc3_rlFa_9AeScR-_t1NqxvqphTHdGJ6Dt3OVd4NxR-e08mQrEJjz5kS2GBcYSpk3KnECsCSPuffUiXXJ8TyUaTg-IlvXdfy9LNLjIz7Sy1Y9PbHuq_SY1bO1YVMIHL8PS3_re4oQqIAnBm6ZwLK4IOv6T3cixETxu7yeDY74q6L56PjFGR4ayPU0.-nIjeln1LNZFq6IXGzZcupfEWjLIW4IJ89Ckd7EoWfs%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297383%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=y8xo4QArgp&sp_cr=ZAZ,https://m.media-amazon.com/images/I/61GPmuV4PrL._AC_UL320_.jpg
36,"The Decorshed ployresin owl showpiece for Home Decor Garden Decor Room Decor Brown Pack of 1, Nature",₹399,3.9,84,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDkzNzc5OTMyODM3NzY6MTc2MjI5NzM4NDpzcF9hdGZfbmV4dDozMDA2MjI5NjQ3NTk0MzI6OjA6Og&url=%2FDecorshed-ployresin-showpiece-Garden-%25E2%2580%258EBrown%2Fdp%2FB0CDL6P2HM%2Fref%3Dsr_1_98_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.wFIExrKH2eh3eEXVM9gi7fEvglpuDz-fg9H4szozMo-QTxkY5A-yV60iA3X6MdsrtRMF8qhEg6pw93ZfIKeQNBbPdBUdenkMDeVom9ua0kj66VoVVbVc3_rlFa_9AeScR-_t1NqxvqphTHdGJ6Dt3OVd4NxR-e08mQrEJjz5kS2GBcYSpk3KnECsCSPuffUiXXJ8TyUaTg-IlvXdfy9LNLjIz7Sy1Y9PbHuq_SY1bO1YVMIHL8PS3_re4oQqIAnBm6ZwLK4IOv6T3cixETxu7yeDY74q6L56PjFGR4ayPU0.-nIjeln1LNZFq6IXGzZcupfEWjLIW4IJ89Ckd7EoWfs%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297383%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=W802qVnSF7&sp_cr=ZAZ,https://m.media-amazon.com/images/I/51Brw23W2FL._AC_UL320_.jpg
37,Mukherjee Handicraft's Terracotta Wall Hanging Showpiece for Home Décor Jamini Roy,₹299,4.1,42,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDkzNzc5OTMyODM3NzY6MTc2MjI5NzM4NDpzcF9hdGZfbmV4dDoyMDEwNzYyODA2OTY5ODo6MDo6&url=%2FMukherjee-Handicrafts-Terracotta-Hanging-Showpiece%2Fdp%2FB08MY7QRP6%2Fref%3Dsr_1_99_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.wFIExrKH2eh3eEXVM9gi7fEvglpuDz-fg9H4szozMo-QTxkY5A-yV60iA3X6MdsrtRMF8qhEg6pw93ZfIKeQNBbPdBUdenkMDeVom9ua0kj66VoVVbVc3_rlFa_9AeScR-_t1NqxvqphTHdGJ6Dt3OVd4NxR-e08mQrEJjz5kS2GBcYSpk3KnECsCSPuffUiXXJ8TyUaTg-IlvXdfy9LNLjIz7Sy1Y9PbHuq_SY1bO1YVMIHL8PS3_re4oQqIAnBm6ZwLK4IOv6T3cixETxu7yeDY74q6L56PjFGR4ayPU0.-nIjeln1LNZFq6IXGzZcupfEWjLIW4IJ89Ckd7EoWfs%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297383%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=aQcxM866fm&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81LZPTk4FQL._AC_UL320_.jpg
38,"Party Propz Toran for Main Door Entrance - 1 Pc, 3 ft Om Shree Ganeshay Namah and Shubh Labh Handamade Bandarwal for Main Door, Toran for Decoration, Pooja Room Decoration Items (Cloth)",₹249,4.4,123,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MDkzNzc5OTMyODM3NzY6MTc2MjI5NzM4NDpzcF9hdGZfbmV4dDozMDA3MzUwNjg3NTM3MzI6OjA6Og&url=%2FParty-Propz-Toran-Main-Entrance%2Fdp%2FB0FQPC2Q91%2Fref%3Dsr_1_100_sspa%3Fcrid%3D349J41UZKK17D%26dib%3DeyJ2IjoiMSJ9.wFIExrKH2eh3eEXVM9gi7fEvglpuDz-fg9H4szozMo-QTxkY5A-yV60iA3X6MdsrtRMF8qhEg6pw93ZfIKeQNBbPdBUdenkMDeVom9ua0kj66VoVVbVc3_rlFa_9AeScR-_t1NqxvqphTHdGJ6Dt3OVd4NxR-e08mQrEJjz5kS2GBcYSpk3KnECsCSPuffUiXXJ8TyUaTg-IlvXdfy9LNLjIz7Sy1Y9PbHuq_SY1bO1YVMIHL8PS3_re4oQqIAnBm6ZwLK4IOv6T3cixETxu7yeDY74q6L56PjFGR4ayPU0.-nIjeln1LNZFq6IXGzZcupfEWjLIW4IJ89Ckd7EoWfs%26dib_tag%3Dse%26keywords%3Dhandcraft%26qid%3D1762297383%26sprefix%3Dhandcraft%252Caps%252C132%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=XwRzLwzdbk&sp_cr=ZAZ,https://m.media-amazon.com/images/I/81oz9xpiZkL._AC_UL320_.jpg
39,PATPAT� DIY Diamond Painting Art Kit for Kids 6.7 inches Cute Kuromi Diamond Painting Art with Wooden Frame DIY Diamond Painting Art Desk Decoration Art Craft Gift for Kids,₹297,4.3,259,https://www.amazon.in/PATPAT%C2%AE-Diamond-Painting-inches-Decoration/dp/B0DCZN3HJY/ref=sr_1_101?crid=349J41UZKK17D&dib=eyJ2IjoiMSJ9.wFIExrKH2eh3eEXVM9gi7fEvglpuDz-fg9H4szozMo-QTxkY5A-yV60iA3X6MdsrtRMF8qhEg6pw93ZfIKeQNBbPdBUdenkMDeVom9ua0kj66VoVVbVc3_rlFa_9AeScR-_t1NqxvqphTHdGJ6Dt3OVd4NxR-e08mQrEJjz5kS2GBcYSpk3KnECsCSPuffUiXXJ8TyUaTg-IlvXdfy9LNLjIz7Sy1Y9PbHuq_SY1bO1YVMIHL8PS3_re4oQqIAnBm6ZwLK4IOv6T3cixETxu7yeDY74q6L56PjFGR4ayPU0.-nIjeln1LNZFq6IXGzZcupfEWjLIW4IJ89Ckd7EoWfs&dib_tag=se&keywords=handcraft&qid=1762297383&sprefix=handcraft%2Caps%2C132&sr=8-101,https://m.media-amazon.com/images/I/71gC-n0DxTL._AC_UL320_.jpg
